Prompt,Generated Recipe
"Generate a vegetarian recipe for lunch with eggplant, lemongrass, cilantro, lentils, avoiding tomato.","Dish: Ingredients: eggplant, lemongrass, cilantro, lentils. Instructions: Combine eggplant, lemongrass, cilantro, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with coconut milk, olive oil, lentils, bell peppers, avoiding chickpeas.","Dish: Ingredients: coconut milk, olive oil, lentils, bell peppers. Instructions: Combine coconut milk, olive oil, lentils, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with avocado, carrot, basil, cucumber, avoiding tomato.","Dish: Ingredients: avocado, carrot, basil, cucumber. Instructions: Combine avocado, carrot, basil, add cucumber, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with parmesan, ginger, chickpeas, cashews, avoiding lentils.","Dish: Ingredients: parmesan, ginger, chickpeas, cashews. Instructions: Combine parmesan, ginger, chickpeas, add cashews, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with potato, cucumber, basil, soy sauce, avoiding garlic.","Dish: Ingredients: potato, cucumber, basil, soy sauce. Instructions: Combine potato, cucumber, basil, add soy sauce, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with potato, garlic, pasta, coconut milk, avoiding lentils.","Dish: Ingredients: potato, garlic, pasta, coconut milk. Instructions: Combine potato, garlic, pasta, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lemongrass, soy sauce, breadcrumbs, cilantro, avoiding onion.","Dish: Ingredients: lemongrass, soy sauce, breadcrumbs, cilantro. Instructions: Combine lemongrass, soy sauce, breadcrumbs, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with avocado, tomato, breadcrumbs, lemongrass, avoiding spinach.","Dish: Ingredients: avocado, tomato, breadcrumbs, lemongrass. Instructions: Combine avocado, tomato, breadcrumbs, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cilantro, sesame seeds, onion, cashews, avoiding avocado.","Dish: Ingredients: cilantro, sesame seeds, onion, cashews. Instructions: Combine cilantro, sesame seeds, onion, add cashews, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with breadcrumbs, tomato, sesame seeds, lemongrass, avoiding olive oil.","Dish: Ingredients: breadcrumbs, tomato, sesame seeds, lemongrass. Instructions: Combine breadcrumbs, tomato, sesame seeds, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with onion, olive oil, cashews, ginger, avoiding chickpeas.","Dish: Ingredients: onion, olive oil, cashews, ginger. Instructions: Combine onion, olive oil, cashews, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with spinach, breadcrumbs, carrot, soy sauce, avoiding garlic.","Dish: Ingredients: spinach, breadcrumbs, carrot, soy sauce. Instructions: Combine spinach, breadcrumbs, carrot, add soy sauce, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cashews, tofu, tomato, bell peppers, avoiding carrot.","Dish: Ingredients: cashews, tofu, tomato, bell peppers. Instructions: Combine cashews, tofu, tomato, add bell peppers, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with parmesan, tofu, potato, pasta, avoiding avocado.","Dish: Ingredients: parmesan, tofu, potato, pasta. Instructions: Combine parmesan, tofu, potato, add pasta, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with bell peppers, rice, cilantro, olive oil, avoiding ginger.","Dish: Ingredients: bell peppers, rice, cilantro, olive oil. Instructions: Combine bell peppers, rice, cilantro, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with potato, olive oil, mushrooms, cilantro, avoiding sesame seeds.","Dish: Ingredients: potato, olive oil, mushrooms, cilantro. Instructions: Combine potato, olive oil, mushrooms, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with lentils, avocado, pasta, lemongrass, avoiding yogurt.","Dish: Ingredients: lentils, avocado, pasta, lemongrass. Instructions: Combine lentils, avocado, pasta, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cashews, rice, tofu, parmesan, avoiding yogurt.","Dish: Ingredients: cashews, rice, tofu, parmesan. Instructions: Combine cashews, rice, tofu, add parmesan, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with parmesan, carrot, tomato, avocado, avoiding cucumber.","Dish: Ingredients: parmesan, carrot, tomato, avocado. Instructions: Combine parmesan, carrot, tomato, add avocado, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with ginger, cucumber, coconut milk, soy sauce, avoiding sesame seeds.","Dish: Ingredients: ginger, cucumber, coconut milk, soy sauce. Instructions: Combine ginger, cucumber, coconut milk, add soy sauce, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with mushrooms, cilantro, eggplant, chickpeas, avoiding basil.","Dish: Ingredients: mushrooms, cilantro, eggplant, chickpeas. Instructions: Combine mushrooms, cilantro, eggplant, add chickpeas, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with yogurt, rice, eggplant, breadcrumbs, avoiding parmesan.","Dish: Ingredients: yogurt, rice, eggplant, breadcrumbs. Instructions: Combine yogurt, rice, eggplant, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with olive oil, spinach, tofu, rice, avoiding soy sauce.","Dish: Ingredients: olive oil, spinach, tofu, rice. Instructions: Combine olive oil, spinach, tofu, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with pasta, lentils, coconut milk, cucumber, avoiding avocado.","Dish: Ingredients: pasta, lentils, coconut milk, cucumber. Instructions: Combine pasta, lentils, coconut milk, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with onion, spinach, lemongrass, chickpeas, avoiding eggplant.","Dish: Ingredients: onion, spinach, lemongrass, chickpeas. Instructions: Combine onion, spinach, lemongrass, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with potato, garlic, breadcrumbs, yogurt, avoiding rice.","Dish: Ingredients: potato, garlic, breadcrumbs, yogurt. Instructions: Combine potato, garlic, breadcrumbs, add yogurt, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with chickpeas, coconut milk, cucumber, lemongrass, avoiding basil.","Dish: Ingredients: chickpeas, coconut milk, cucumber, lemongrass. Instructions: Combine chickpeas, coconut milk, cucumber, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with parmesan, coconut milk, avocado, onion, avoiding lentils.","Dish: Ingredients: parmesan, coconut milk, avocado, onion. Instructions: Combine parmesan, coconut milk, avocado, add onion, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with eggplant, olive oil, basil, bell peppers, avoiding onion.","Dish: Ingredients: eggplant, olive oil, basil, bell peppers. Instructions: Combine eggplant, olive oil, basil, add bell peppers, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, ginger, olive oil, lemongrass, avoiding avocado.","Dish: Ingredients: basil, ginger, olive oil, lemongrass. Instructions: Combine basil, ginger, olive oil, add lemongrass, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with sesame seeds, cilantro, garlic, basil, avoiding coconut milk.","Dish: Ingredients: sesame seeds, cilantro, garlic, basil. Instructions: Combine sesame seeds, cilantro, garlic, add basil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lemongrass, rice, yogurt, potato, avoiding cilantro.","Dish: Ingredients: lemongrass, rice, yogurt, potato. Instructions: Combine lemongrass, rice, yogurt, add potato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with onion, breadcrumbs, coconut milk, ginger, avoiding parmesan.","Dish: Ingredients: onion, breadcrumbs, coconut milk, ginger. Instructions: Combine onion, breadcrumbs, coconut milk, add ginger, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with bell peppers, avocado, lemongrass, cucumber, avoiding eggplant.","Dish: Ingredients: bell peppers, avocado, lemongrass, cucumber. Instructions: Combine bell peppers, avocado, lemongrass, add cucumber, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with spinach, breadcrumbs, eggplant, garlic, avoiding potato.","Dish: Ingredients: spinach, breadcrumbs, eggplant, garlic. Instructions: Combine spinach, breadcrumbs, eggplant, add garlic, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with ginger, garlic, soy sauce, cilantro, avoiding cashews.","Dish: Ingredients: ginger, garlic, soy sauce, cilantro. Instructions: Combine ginger, garlic, soy sauce, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with lentils, sesame seeds, breadcrumbs, lemongrass, avoiding onion.","Dish: Ingredients: lentils, sesame seeds, breadcrumbs, lemongrass. Instructions: Combine lentils, sesame seeds, breadcrumbs, add lemongrass, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cucumber, olive oil, garlic, coconut milk, avoiding breadcrumbs.","Dish: Ingredients: cucumber, olive oil, garlic, coconut milk. Instructions: Combine cucumber, olive oil, garlic, add coconut milk, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with cashews, coconut milk, carrot, mushrooms, avoiding sesame seeds.","Dish: Ingredients: cashews, coconut milk, carrot, mushrooms. Instructions: Combine cashews, coconut milk, carrot, add mushrooms, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with ginger, coconut milk, onion, olive oil, avoiding avocado.","Dish: Ingredients: ginger, coconut milk, onion, olive oil. Instructions: Combine ginger, coconut milk, onion, add olive oil, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with mushrooms, cucumber, eggplant, rice, avoiding lentils.","Dish: Ingredients: mushrooms, cucumber, eggplant, rice. Instructions: Combine mushrooms, cucumber, eggplant, add rice, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with basil, yogurt, ginger, tomato, avoiding sesame seeds.","Dish: Ingredients: basil, yogurt, ginger, tomato. Instructions: Combine basil, yogurt, ginger, add tomato, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with cucumber, rice, basil, mushrooms, avoiding parmesan.","Dish: Ingredients: cucumber, rice, basil, mushrooms. Instructions: Combine cucumber, rice, basil, add mushrooms, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tofu, eggplant, yogurt, sesame seeds, avoiding rice.","Dish: Ingredients: tofu, eggplant, yogurt, sesame seeds. Instructions: Combine tofu, eggplant, yogurt, add sesame seeds, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with ginger, coconut milk, rice, cilantro, avoiding yogurt.","Dish: Ingredients: ginger, coconut milk, rice, cilantro. Instructions: Combine ginger, coconut milk, rice, add cilantro, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with tomato, ginger, coconut milk, rice, avoiding cashews.","Dish: Ingredients: tomato, ginger, coconut milk, rice. Instructions: Combine tomato, ginger, coconut milk, add rice, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with avocado, coconut milk, mushrooms, cilantro, avoiding cashews.","Dish: Ingredients: avocado, coconut milk, mushrooms, cilantro. Instructions: Combine avocado, coconut milk, mushrooms, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for lunch with basil, tofu, cashews, cilantro, avoiding cucumber.","Dish: Ingredients: basil, tofu, cashews, cilantro. Instructions: Combine basil, tofu, cashews, add cilantro, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with ginger, carrot, cashews, lentils, avoiding rice.","Dish: Ingredients: ginger, carrot, cashews, lentils. Instructions: Combine ginger, carrot, cashews, add lentils, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with parmesan, cucumber, rice, eggplant, avoiding carrot.","Dish: Ingredients: parmesan, cucumber, rice, eggplant. Instructions: Combine parmesan, cucumber, rice, add eggplant, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with tofu, olive oil, mushrooms, breadcrumbs, avoiding yogurt.","Dish: Ingredients: tofu, olive oil, mushrooms, breadcrumbs. Instructions: Combine tofu, olive oil, mushrooms, add breadcrumbs, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with rice, potato, garlic, olive oil, avoiding carrot.","Dish: Ingredients: rice, potato, garlic, olive oil. Instructions: Combine rice, potato, garlic, add olive oil, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for dinner with eggplant, avocado, bell peppers, chickpeas, avoiding soy sauce.","Dish: Ingredients: eggplant, avocado, bell peppers, chickpeas. Instructions: Combine eggplant, avocado, bell peppers, add chickpeas, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with cilantro, mushrooms, chickpeas, tofu, avoiding parmesan.","Dish: Ingredients: cilantro, mushrooms, chickpeas, tofu. Instructions: Combine cilantro, mushrooms, chickpeas, add tofu, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with coconut milk, spinach, yogurt, lentils, avoiding carrot.","Dish: Ingredients: coconut milk, spinach, yogurt, lentils. Instructions: Combine coconut milk, spinach, yogurt, add lentils, cook thoroughly, and serve hot."
"Generate a dairy-free recipe for dinner with cucumber, potato, lentils, tomato, avoiding ginger.","Dish: Ingredients: cucumber, potato, lentils, tomato. Instructions: Combine cucumber, potato, lentils, add tomato, cook thoroughly, and serve hot."
"Generate a vegetarian recipe for lunch with mushrooms, basil, lentils, yogurt, avoiding coconut milk.","Dish: Ingredients: mushrooms, basil, lentils, yogurt. Instructions: Combine mushrooms, basil, lentils, add yogurt, cook thoroughly, and serve hot."
